Q,A,label,Original_A
못참고 문자 보냈네,"그런 마음을 가지고 문자 메시지를 보내셨군요. 감정이 쌓이고 답답한 마음이 드셨을 것 같은데, 그런 순간에 누군가에게 메시지를 보내는 건 정말 자연스러운 일이에요. 지금 느끼는 감정이 어떠한지 다시 생각해보면서, 자신을 좀 더 이해하고 따뜻하게 보듬어 주는 시간을 가져보면 좋을 것 같아요. 어떤 결과가 오더라도, 당신의 소중한 마음을 표현하는 것은 정말 용기 있는 행동이에요.",1,보냈으니 어쩔 수 없죠.
못참고 연락.끝났네.,"그 마음이 얼마나 힘드셨을지 이해해요. 연락을 하고 싶다는 그 순간의 감정은 정말 강렬하고, 그 선택이 끝이라는 것을 알면서도 마음을 누르기 어려웠을 것 같아요. 지금은 상처가 크겠지만, 그 감정을 조금씩 정리해 나가면서 자신을 돌보는 시간이 필요할 거예요. 당신의 아픔을 소중히 여기고, 앞으로 더 나은 날들이 올 거라는 희망을 잃지 않기를 바래요.",1,보냈으니 어쩔 수 없죠.
못참고 카톡 보내버렸네,"그런 마음이 드는 것은 정말 자연스러운 일이에요. 때때로 감정이 격해져서 순간의 충동에 이끌리곤 하죠. 하지만 그걸 통해 느끼는 감정이나 상황을 다시 한번 되돌아보는 것도 중요한 경험이 될 수 있어요. 당신의 마음이 어떤 것인지, 어떤 이유로 그렇게 행동했는지를 이해해보는 시간을 가져보면 좋을 것 같아요.",1,보냈으니 어쩔 수 없어요.
못참고연락했어,"연락을 하게 된 마음이 얼마나 힘들었을지 이해해요. 우리 모두 가끔씩 감정이 앞서서 행동하게 되는 순간들이 있죠. 그럴 때 자신을 너무 책망하지 말고, 다음에는 조금 더 여유를 가지고 상황을 바라보는 연습을 해보는 것도 좋을 것 같아요. 당신의 감정은 소중하니까요.",1,다음에는 참아보세요.
무거운 마음이네ㅎ,"무거운 마음을 느끼고 계시다니, 정말 힘든 시간을 보내고 계신 것 같아요. 그런 감정을 느끼는 것은 자연스러운 일이니, 자신을 너무 몰아붙이지 않으셨으면 해요. 가끔은 마음의 짐을 잠시 내려놓고, 자신에게 따뜻한 위로를 건네보는 것도 큰 도움이 될 수 있답니다.",1,가벼워질 수만 있다면 좋을텐데요.
무너진 밤,"당신이 지금 느끼고 있는 무기력함과 슬픔이 얼마나 깊은지 이해해요. 밤은 때때로 이렇게 우리를 힘들게 할 수 있지만, 그 어둠 속에서도 작은 희망의 빛이 존재해요. 아침이 오면 다시 새로운 시작을 할 수 있는 기회가 주어질 거예요. 지금은 힘든 시간이지만, 당신의 마음이 조금씩 회복되길 진심으로 바라요.",1,아침이 올 거예요.
무너진 신뢰 쌓아가기,"신뢰가 무너진 상황은 정말 마음이 아프고 힘든 일이에요. 그동안 쌓아온 관계가 흔들리면 불안감도 커지고, 다시 시작하는 것이 두렵게 느껴질 수 있죠. 하지만 천천히 서로의 마음을 나누고 이해하려는 노력을 한다면, 다시 신뢰를 쌓아가는 길이 열릴 거예요. 함께 힘을 내며 조금씩 나아가면, 분명히 더 깊고 따뜻한 관계를 만들어갈 수 있을 거라고 믿어요.",1,쉬운 일이 아니지만 함께라면 가능할 거예요.
무뎌진줄 알았는데,"내담자님, 마음속에 무뎌진 것처럼 느껴지는 감정이 참 힘든 것이라는 걸 이해해요. 그런 감정을 느낄 수 있다는 것은 여전히 내면에서 많은 것을 고민하고 있다는 신호일 수 있어요. 시간이 조금 걸릴 수도 있지만, 그 과정 속에서 자신을 다시 발견하고 치유해 나갈 수 있는 힘이 내담자님 안에 분명히 있다는 것을 잊지 말아주세요.",1,시간이 좀 걸리겠지만 해낼 수 있어요.
무료 상담 받았는데 마음 접으라고 하네,"그런 이야기를 들으셨다면 정말 마음이 무너졌을 것 같아요. 여러분의 고민과 아픔이 얼마나 깊은지 제가 이해해요. 상담사로부터 그런 말을 듣는 건 매우 힘든 경험이며, 그로 인해 상처받으셨을 것이라고 생각해요. 하지만 때로는 자신에게 맞는 방법을 찾아가는 과정이 필요하기도 해요. 더 좋은 지원을 받을 수 있는 다른 방법을 찾아보는 것도 좋은 선택이 될 수 있을 거예요. 당신의 마음이 소중하다는 것을 잊지 마세요.",1,당신을 위한 최선의 선택일 거라 생각해요.
무모한 시작.,무모한 시작에 대한 두려움이 느껴지시겠어요. 하지만 그 무모함 속에는 새로운 가능성과 꿈을 향한 열정이 숨어있답니다. 여러분이 한 걸음을 내딛는 그 용기가 결국 큰 변화를 만들어낼 수 있을 거예요.,1,무모함이 원동력이 될 거예요.
무상,"무상이라는 느낌, 정말 힘들고 혼란스러울 것 같아요. 그런 감정이 드는 순간에는 정말 모든 것이 공허하게 느껴질 수 있죠. 하지만 그 속에서도 당신의 소중한 감정과 생각이 있다는 것을 잊지 말아주세요. 지금 느끼고 있는 감정은 당신이 어떤 존재인지, 어떤 경험을 하고 있는지를 알려주는 중요한 신호일 수 있으니, 스스로를 잃지 않도록 잘 돌봐주었으면 해요.",1,멍해질 때가 많아요.
무서운 감정기복,"감정의 기복이 심할 때면 정말 힘들고 혼란스러울 수 있어요. 그런 감정들이 마치 내 마음을 지배하는 것처럼 느껴질 때, 당신의 고통을 이해해요. 하지만 이러한 변화는 일시적일 수 있고, 당신이 겪고 있는 감정은 결국 당신의 소중한 일부분이니까, 자신을 조금 더 사랑해주고 이해해주는 시간을 가져보면 좋겠어요. 어떤 감정이든 결국은 지나가고, 당신은 그 속에서 더 강해질 수 있어요.",1,습관처럼은 되지 않길 바랄게요.
무서운 주말,"주말이 무섭게 느껴진다니, 그 마음이 얼마나 힘든지 이해해요. 때로는 일상에서 벗어나게 되는 시간이 불안감을 더할 수도 있죠. 하지만 이 또한 지나가고, 주말이 여러분에게 조금 더 편안한 시간으로 다가올 수 있기를 진심으로 바라요. 필요한 만큼의 휴식을 취하고, 자신을 돌보는 시간을 가져보는 건 어떨까요?",1,즐거운 주말이 되시길 바랄게요.
무섭습니다,"무섭다는 감정은 정말 힘든 것이에요. 그 두려움이 당신의 마음을 얼마나 무겁게 하고 있는지 이해해요. 하지만 기억해 주세요, 당신은 혼자가 아니고, 이 순간의 감정이 영원하지는 않다는 것을요. 조금씩 이 두려움을 마주하고, 자신을 위로하는 시간을 가져보면 좋겠어요. 당신의 마음이 다시 편안해질 수 있도록 제가 곁에서 함께할게요.",1,누구도 해치지 않아요.
무슨 말이 필요하겠니,"그런 기분이 드실 때가 많죠. 때로는 말로 표현하기 어려운 감정들이 가득할 때가 있으니까요. 그저 누군가가 곁에 있어주고, 당신의 마음을 이해해주길 바라는 마음이 크겠어요. 당신의 감정을 소중히 여기고, 언제든지 이야기하고 싶을 때 함께할 준비가 되어 있다는 것을 잊지 않으셨으면 해요.",1,말이 필요 없죠.
무슨 말이라도 해주세,"당신이 지금 힘든 시간을 겪고 있다는 걸 이해해요. 때로는 말로 표현하기 어려운 감정들이 우리를 짓누를 때가 있잖아요. 그럴 때는 자신에게 조금 더 부드럽게 대해주고, 필요한 만큼의 시간을 가지는 것이 중요해요. 어떤 말이 필요하든, 당신이 느끼는 감정은 소중하니까요. 언제든지 이야기하고 싶을 때, 저는 여기서 당신을 기다리고 있을게요.",1,힘내세요.
무슨 죄를 지었기에 이렇게 빨리.,"당신이 느끼는 고통과 혼란이 얼마나 큰지 이해해요. 이처럼 힘든 상황이 닥쳤을 때, 마치 무언가 잘못한 것만 같은 기분이 드는 것은 자연스러운 일이에요. 하지만 꼭 기억해 주세요, 당신의 삶에서 일어나는 일들은 당신의 잘못이 아니며, 이런 아픔을 겪는 것은 누구에게나 있을 수 있는 일이에요. 힘든 시간을 견디고 계신 당신을 응원하고, 언제든지 이야기하고 싶을 때 곁에 있어줄게요.",1,힘들일이 있었나봐요. 당신의 잘못이 아니에요.
무슨마음일까,"내담자님, 지금 느끼고 계신 그 복잡한 감정이 어떤 것인지 정확히 알기 어려우실 것 같아요. 누구나 마음속에 여러 가지 감정을 품고 살기 마련이니까요. 그 마음이 무엇인지 탐색하고 이해하는 과정이 힘들겠지만, 그 자체로도 여러분의 소중한 경험이 될 수 있답니다. 언제든지 함께 이야기 나누며 마음을 열어가는 시간을 가져보면 좋겠어요.",1,사람 마을은 알기 힘들어요.
무엇을 하든 늘 따라다니는 너,"너무 힘든 상황에 처해 계신 것 같아요. 항상 따라다니는 그 감정이나 생각이 마치 그림자처럼 느껴지실 텐데, 그런 기분이 드는 것은 정말 괴롭고 지치게 할 수 있어요. 하지만 그 감정이 당신의 모든 것을 정의하지는 않아요. 조금씩 그 감정을 바라보며, 자신을 위해 더 나은 길을 찾아가길 응원할게요. 당신은 혼자가 아니니까요.",1,마음에서 놓아주세요.
무제,"사랑에 대한 이야기에는 항상 말로 표현하기 힘든 깊은 감정이 담겨 있어요. 때로는 그 사랑이 어떤 모습인지, 어떤 제목을 붙여야 할지 고민하게 만들기도 하죠. 그 감정이 복잡하게 얽혀 있음을 이해하며, 그 자체로도 충분히 소중하고 의미 있는 경험임을 기억해 주세요.",1,어떤 사랑이야기도 그에 대한 제목은 지을 수 없는 것 같아요.
문 잠겼는데 집에 아무도 없네,"문이 잠겨서 집에 아무도 없는 상황은 정말 불안하고 답답하게 느껴질 수 있어요. 그런 순간에는 혼자서 해결해야 한다는 압박감이 클 텐데, 먼저 깊은 숨을 들이쉬고 마음을 차분히 가라앉히는 것도 좋을 것 같아요. 혹시 주변에 도와줄 수 있는 분이 있다면 연락해 보거나, 상황을 조금 더 지켜보면서 침착하게 해결 방법을 찾아보세요. 당신이 느끼는 불안한 감정을 이해하며, 곧 상황이 나아지길 바라요.",1,힘껏 밀어보세요.
문득 그 길을 걷다.,"길을 걷는 그 순간, 많은 생각과 감정이 떠오르셨겠어요. 그 길이 당신에게 어떤 의미가 있는지, 혹은 어떤 기억을 불러일으키는지 알아차리는 것도 중요해요. 산책을 하며 그 감정을 조금 더 깊이 느껴보는 시간을 가져보면, 마음이 한층 가벼워질 수 있을 거예요. 언제든지 당신의 마음을 이야기해도 괜찮아요.",1,산책하는 것도 좋겠죠.
문득 달력을 보니,"달력을 보면서 문득 기념일이 떠오르셨군요. 그런 순간들은 때때로 우리가 잊고 있었던 소중한 기억이나 감정을 다시 불러일으키기도 해요. 그 기념일이 주는 감정이 어떤 것이든, 그 속에 담긴 의미를 소중히 여기면서 마음을 다독여 주세요.",1,기념일이 있나봐요.
문득 듣고픈 노래.,"그런 감정이 드는 순간이 있죠. 듣고 싶은 노래는 우리 마음속 깊은 곳의 감정을 건드리는 힘이 있어요. 그 노래를 통해 잊고 있던 감정을 다시 느끼고, 위로받길 바랄게요. 어떤 곡이든 그 음악이 당신에게 따뜻한 위안이 되길 바라요.",1,저도 같이 듣고 싶네요.
문득 이런생각이 들었습니다,"그런 생각이 드셨다니, 마음 속에서 뭔가 깊은 감정이 일어나고 있는 것 같아요. 가끔 우리는 자신도 모르게 여러 가지 감정이나 생각을 떠올리게 되는데, 그 순간이 우리에게 중요한 메시지를 전해주기도 해요. 그 생각이 어떤 의미인지, 혹은 어떤 감정에서 비롯된 것인지 함께 나눠보면 좋을 것 같아요.",1,어떤 생각인지 궁금해요.
문득문득 보고싶어요,"그리움이 느껴진다는 것은 그 사람과의 소중한 기억이 여전히 마음 속에 깊이 자리하고 있다는 뜻이에요. 사랑했던 만큼 그리움도 자연스러운 감정이니, 자신을 비난하지 않으셨으면 해요. 그 사람과 나눈 소중한 순간들을 떠올리며, 그 기억들이 당신에게 위로가 되길 바래요.",1,사랑했던 사람이니까요.
문득문득 생각나네,"그런 감정이 드는 건 정말 자연스러운 일이에요. 과거의 추억이 문득 떠오르는 것은 그 순간들이 당신에게 얼마나 소중했는지를 보여주는 것 같아요. 그리움은 때로 아프기도 하지만, 그 소중한 기억들이 당신의 마음을 따뜻하게 해줄 거예요.",1,불현듯 떠오르는 추억이 되버렸죠.
문자 보내놓은지 어언 한 달.,"내담자님의 마음이 얼마나 답답하고 힘들었을지 정말 잘 이해해요. 한 달이라는 시간이 흐르면서 그 사람에 대한 생각들이 더욱 깊어지고, 상처가 아물지 않는 것 같아 더욱 힘이 드셨을 것 같아요. 하지만 그 사람과의 관계가 어떤 의미를 지녔던지 간에, 이제는 그 기억들이 내담자님께서 앞으로 나아가는 데 걸림돌이 되지 않기를 바라요. 자신을 사랑하고, 소중히 여기는 시간을 가지며 새로운 시작을 준비해보는 건 어떨까요?",1,이제 기억 속에서 지우는게 좋겠어요.
